43.12,25.2,0
225.54,25.5,0
42.57,25.5,0
42.75,25.5,0
43.24,25.5,0
44.13,25.8,0
43.24,25.8,0
43.37,25.8,0
51.91,25.8,0
43,25.2,316.32
42.45,25.8,268.62
44.69,25.2,208.08
50.52,25.8,0
202.08,25.8,0
225.83,26.1,0
45.28,29,0
30.2,30.6,0
154.68,31.3,0
5.92,31.3,0
5.93,31.3,0
144.08,31.6,0
10.32,31,0
17.68,29.7,255.16
49.27,28.7,233.98
43.42,27.7,132.43
227.53,29,0
48.89,28.4,0
235.5,27.4,0
227.31,27.7,0
135.67,27.4,174.83
154.74,27.4,189.34
155.14,26.8,0
155.14,27.1,0
214.65,26.5,0
215.18,27.1,0
88.96,26.8,0
49.63,26.8,36.22
1213.91,28.4,64.55
249.67,30.6,99.35
1214,31,108.77
4.96,30.3,0
4.12,31.6,176.66
3.21,31.6,238.29
4.54,32.6,227.06
3.22,31.6,316.32
14.47,31.3,0
1214.08,30.6,73.27
76.08,26.8,0
76.15,26.8,0
1214.1,26.8,119.5
22.62,28.1,71.2
20.08,30,208.08
19.24,31,233.98
36.24,30.6,63.23
11.47,30,35.17
12.79,30.6,201.16
16.29,31.9,311.86
4.66,26.5,0
154.64,26.8,0
156.39,26.1,0
154.71,26.5,0
157.9,26.5,0
248.78,26.1,0
225.27,26.5,0
226.55,26.5,0
224.3,25.8,0
155.55,26.5,0
5.92,26.5,0
156.01,26.1,0
223.4,26.8,0
154.23,26.5,107.41
154.64,26.5,120.55
76.39,26.1,140.65
76.9,26.5,0
6.84,26.5,0
1214.1,26.5,0
15.64,26.5,0
6.35,26.5,0
16.53,26.5,0
154.16,26.5,0
155.6,25.8,0
154.73,26.5,0
154.68,25.8,27.68
154.28,26.5,60.7
154.64,26.5,64.33
154.26,25.8,108.77
6.29,26.5,0
4.78,26.5,0
3.45,26.5,0
154.3,25.8,180.42
163.8,26.5,0
187.66,26.5,0
153.89,26.5,0
6.41,27.1,197.83
8.21,29.7,265.15
6.47,31.3,279.44
6.52,31.3,361.39
6.53,31.3,372.78
4.48,27.4,0
4.48,27.4,0
224.2,27.1,216.63
4.48,26.8,0
61.55,26.8,0
156.82,26.8,335.2
61.52,26.1,0
61.72,27.1,0
44.85,27.1,0
40.87,27.4,0
62.73,27.1,0
17.37,27.1,0
18.47,26.5,0
62.32,26.8,0
16.48,27.1,361.39
17.13,26.5,372.78
17.49,27.1,424.55
17.01,27.1,454.84
62.77,27.1,0
62.75,26.8,0
16.41,26.8,0
16.89,26.8,265.15
16.89,26.1,283.2
63.23,26.8,0
63.25,26.8,0
18.09,26.8,294.96
17.51,26.1,216.63
18.04,26.8,154.84
6.65,26.1,0
14.3,26.8,0
15.19,26.8,0
165.24,26.1,397.34
1214.07,26.8,431.81
157.47,26.8,0
5.2,26.8,0
156.22,26.8,0
155.36,26.8,0
17.97,26.8,148.2
18.21,26.5,32.69
17.37,26.1,95.45
18.33,26.8,424.55
19.84,26.8,0
156.2,26.8,0
155.81,26.8,0
158.14,26.8,0
18.23,26.8,157.92
139.93,26.1,89.64
139.55,26.8,194.58
139.81,26.8,507.21
3.04,26.5,21.83
2.97,27.1,223.06
6.41,27.1,91.4
135.28,27.7,245.74
4.36,26.5,0
135.09,27.1,0
135.18,29.7,0
135.02,31.3,0
139.89,31.6,0
142.45,31.6,59.09
142.38,32.9,238.29
141.98,33.9,0
238.59,32.3,0
244.73,32.6,0
244.87,33.2,0
3.28,32.9,0
2.37,33.2,212.9
2.37,33.9,140.65
3.28,33.2,279.44
4.12,33.9,0
3.7,33.9,105.2
2.8,33.9,0
2.37,33.5,99.35
2.37,33.9,0
2.37,33.2,675.35
2.8,33.2,0
2.8,32.9,0
3.7,32.6,35.07
23.63,31,75.43
19.96,30.3,194.58
223.91,30.3,0
11.22,27.7,0
6.77,27.7,0
6.16,27.7,0
8.59,27.4,0
75.8,27.7,210.47
78.03,27.7,372.78
44.88,24.5,0
44.4,24.5,0
44.42,23.9,0
12.02,24.2,0
4.46,24.2,0
12.43,24.2,0
54.76,24.2,0
66.85,24.2,0
13.89,24.2,0
12.98,23.9,0
45.33,24.2,0
45.31,24.2,0
44.88,23.9,0
136.79,24.2,0
44.81,23.9,0
44.4,24.5,0
43.85,24.2,0
45.07,24.5,0
88.79,24.5,0
14.37,24.2,0
14.56,25.2,0
13.7,26.8,0
13.29,28.4,0
14.25,28.4,0
14.25,29,0
14.37,27.4,16.72
14.37,27.1,38.8
15.28,25.8,0
14.85,25.8,0
14.37,25.8,0
4.36,25.5,0
13.41,25.2,0
99.01,25.2,0
99.04,25.2,0
98.6,24.5,0
98.61,24.8,0
98.6,24.8,0
98.17,24.2,0
98.61,24.8,0
99.02,24.8,0
98.6,24.5,0
98.6,24.8,0
99.01,24.8,0
84.55,24.5,0
83.28,24.8,0
5.32,23.9,0
84.12,24.5,0
84.1,25.2,0
101.31,24.2,0
84.55,24.5,0
100,24.5,0
84.12,24.5,0
83.71,23.9,0
83.69,24.5,0
83.23,24.5,0
84.62,24.5,0
84.14,23.9,0
84.14,24.5,0
84.53,24.5,0
84.55,23.9,0
99.56,24.5,0
85.48,23.9,0
100.05,24.5,0
100.04,24.5,0
85.44,23.9,0
85.05,24.5,0
84.55,24.5,0
84.6,24.5,0
85.89,24.5,0
84.14,24.5,0
84.14,23.9,0
84.98,24.5,0
84.16,23.9,0
84.6,24.5,0
83.71,24.5,0
5.33,23.9,0
16.48,24.5,0
16.41,24.5,0
27.34,23.9,0
16.41,24.5,0
27.32,24.5,0
16.41,24.5,0
26.86,23.9,0
16.43,24.5,0
16.86,24.5,0
15.52,24.8,0
15.52,23.9,0
27.29,24.5,0
15.52,24.5,0
15.52,24.5,0
26.79,24.2,0
26.86,24.8,0
26.86,24.5,0
26.86,24.5,0
26.86,23.9,0
26.86,24.5,0
26.86,24.5,0
27.1,24.5,0
15.35,24.5,0
16.67,24.2,0
16.67,24.5,0
16.67,24.5,0
26.57,24.5,0
17.1,24.5,0
26.55,24.5,0
15.76,24.5,0
16.19,24.2,0
16.17,24.8,0
16.17,24.5,0
16.19,24.5,0
24.75,24.5,0
16.19,24.5,0
16.17,24.8,0
16.19,23.9,0
16.19,24.5,0
16.6,24.5,0
16.17,23.9,0
16.19,24.5,0
16.19,24.5,0
16.19,23.9,0
16.19,24.5,0
16.19,24.5,0
16.19,24.2,0
26.5,24.5,0
26.5,23.9,0
16.6,24.5,0
26.5,24.5,0
16.17,24.5,0
26.07,23.9,0
16.17,24.5,0
16.19,24.5,0
16.17,24.5,0
16.19,24.8,0
16.19,24.5,0
16.17,24.5,0
55.55,24.8,0
76.21,24.8,0
76.69,24.5,0
76.93,24.8,0
76.23,24.8,0
79.97,24.8,0
164.28,24.8,0
20.63,24.8,0
46.13,26.8,106.08
18.16,28.7,161.1
17.73,29.4,189.34
17.56,29,174.83
11.4,29.7,174.83
11.42,29.7,299.05
10.44,30,0
146.98,28.7,0
146.62,29.7,0
146.53,29.7,0
13.87,30,0
13.82,29.4,148.2
13.82,29.7,146.09
13.39,29,0
6.77,29,68.73
7.67,28.4,450.87
6.72,27.7,143.33
9.23,27.7,0
2.98,26.1,0
27.46,25.8,0
76.75,25.5,0
76.32,25.2,0
